"GID","SYMBOL","GENENAME"
106892931,"DACT2","dishevelled binding antagonist of beta catenin 2"
106890104,"DAD1","defender against cell death 1"
106894699,"DAG1","dystroglycan 1"
106891965,"DAGLA","diacylglycerol lipase alpha"
106893450,"DAGLB","diacylglycerol lipase beta"
106890815,"DALRD3","DALR anticodon binding domain containing 3"
106886793,"DAO","D-amino acid oxidase"
106887488,"DAP","death associated protein"
106899400,"DAP3","death associated protein 3"
106884607,"DAPK1","death associated protein kinase 1"
106889452,"DAPK2","death associated protein kinase 2"
106892473,"DAPK3","death associated protein kinase 3"
106887601,"DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1"
106887575,"DARS1","aspartyl-tRNA synthetase 1"
106888972,"DARS2","aspartyl-tRNA synthetase 2, mitochondrial"
106893623,"DAW1","dynein assembly factor with WD repeats 1"
106895881,"DAZAP1","DAZ associated protein 1"
106896001,"DAZAP2","DAZ associated protein 2"
106885426,"DAZL","deleted in azoospermia like"
106894324,"DBF4","DBF4 zinc finger"
106888430,"DBF4B","DBF4 zinc finger B"
106888528,"DBH","dopamine beta-hydroxylase"
106886222,"DBI","diazepam binding inhibitor, acyl-CoA binding protein"
106891296,"DBN1","drebrin 1"
106888193,"DBNDD1","dysbindin domain containing 1"
106887652,"DBNDD2","dysbindin domain containing 2"
106897836,"DBNL","drebrin like"
106886293,"DBT","dihydrolipoamide branched chain transacylase E2"
106893537,"DBX1","developing brain homeobox 1"
106901106,"DBX2","developing brain homeobox 2"
106894693,"DCAF1","DDB1 and CUL4 associated factor 1"
106900489,"DCAF10","DDB1 and CUL4 associated factor 10"
106900273,"DCAF11","DDB1 and CUL4 associated factor 11"
106894055,"DCAF12","DDB1 and CUL4 associated factor 12"
106902256,"DCAF13","DDB1 and CUL4 associated factor 13"
106895348,"DCAF17","DDB1 and CUL4 associated factor 17"
106888052,"DCAF4","DDB1 and CUL4 associated factor 4"
106888018,"DCAF5","DDB1 and CUL4 associated factor 5"
106891060,"DCAF6","DDB1 and CUL4 associated factor 6"
106896490,"DCAF7","DDB1 and CUL4 associated factor 7"
106888448,"DCAKD","dephospho-CoA kinase domain containing"
106901791,"DCBLD1","discoidin, CUB and LCCL domain containing 1"
106890992,"DCBLD2","discoidin, CUB and LCCL domain containing 2"
106886645,"DCC","DCC netrin 1 receptor"
106887334,"DCDC2","doublecortin domain containing 2"
106890582,"DCDC2B","doublecortin domain containing 2B"
106899649,"DCHS1","dachsous cadherin-related 1"
106888652,"DCHS2","dachsous cadherin-related 2"
106885836,"DCK","deoxycytidine kinase"
106902461,"DCLK1","doublecortin like kinase 1"
106892657,"DCLK2","doublecortin like kinase 2"
106887779,"DCLK3","doublecortin like kinase 3"
106898788,"DCLRE1A","DNA cross-link repair 1A"
106891764,"DCLRE1B","DNA cross-link repair 1B"
106901048,"DCLRE1C","DNA cross-link repair 1C"
106901354,"DCN","decorin"
106888777,"DCP1A","decapping mRNA 1A"
106885274,"DCP1B","decapping mRNA 1B"
106893475,"DCP2","decapping mRNA 2"
106899282,"DCPS","decapping enzyme, scavenger"
106899416,"DCST1","DC-STAMP domain containing 1"
106899417,"DCST2","DC-STAMP domain containing 2"
106902104,"DCSTAMP","dendrocyte expressed seven transmembrane protein"
106895856,"DCT","dopachrome tautomerase"
106889995,"DCTD","dCMP deaminase"
106889117,"DCTN1","dynactin subunit 1"
106887836,"DCTN2","dynactin subunit 2"
106894043,"DCTN3","dynactin subunit 3"
106891535,"DCTN4","dynactin subunit 4"
106884851,"DCTN5","dynactin subunit 5"
106899205,"DCTN6","dynactin subunit 6"
106886682,"DCUN1D1","defective in cullin neddylation 1 domain containing 1"
106889270,"DCUN1D2","defective in cullin neddylation 1 domain containing 2"
106884804,"DCUN1D3","defective in cullin neddylation 1 domain containing 3"
106890045,"DCUN1D4","defective in cullin neddylation 1 domain containing 4"
106902365,"DCUN1D5","defective in cullin neddylation 1 domain containing 5"
106895683,"DCX","doublecortin"
106893996,"DCXR","dicarbonyl and L-xylulose reductase"
106900136,"DDA1","DET1 and DDB1 associated 1"
106886412,"DDAH1","dimethylarginine dimethylaminohydrolase 1"
106892022,"DDB1","damage specific DNA binding protein 1"
106892814,"DDB2","damage specific DNA binding protein 2"
106887520,"DDC","dopa decarboxylase"
106884979,"DDHD1","DDHD domain containing 1"
106897643,"DDHD2","DDHD domain containing 2"
106897606,"DDIAS","DNA damage induced apoptosis suppressor"
106898588,"DDIT3","DNA damage inducible transcript 3"
106887040,"DDIT4","DNA damage inducible transcript 4"
106901725,"DDO","D-aspartate oxidase"
106893695,"DDOST","dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit"
106888838,"DDR2","discoidin domain receptor tyrosine kinase 2"
106884575,"DDRGK1","DDRGK domain containing 1"
106899479,"DDT","D-dopachrome tautomerase"
106896699,"DDX1","DEAD-box helicase 1"
106902595,"DDX10","DEAD-box helicase 10"
106885299,"DDX11","DEAD/H-box helicase 11"
106901193,"DDX17","DEAD-box helicase 17"
106886109,"DDX18","DEAD-box helicase 18"
106891782,"DDX20","DEAD-box helicase 20"
106898605,"DDX23","DEAD-box helicase 23"
106897203,"DDX24","DEAD-box helicase 24"
106899304,"DDX25","DEAD-box helicase 25"
106889061,"DDX27","DEAD-box helicase 27"
106888140,"DDX28","DEAD-box helicase 28"
106888658,"DDX31","DEAD-box helicase 31"
106885697,"DDX3X","DEAD-box helicase 3 X-linked"
106901837,"DDX4","DEAD-box helicase 4"
106891615,"DDX41","DEAD-box helicase 41"
106896477,"DDX42","DEAD-box helicase 42"
106892256,"DDX43","DEAD-box helicase 43"
106891468,"DDX46","DEAD-box helicase 46"
106901388,"DDX47","DEAD-box helicase 47"
106886084,"DDX49","DEAD-box helicase 49"
106893917,"DDX5","DEAD-box helicase 5"
106902184,"DDX51","DEAD-box helicase 51"
106901881,"DDX54","DEAD-box helicase 54"
106901292,"DDX55","DEAD-box helicase 55"
106892391,"DDX6","DEAD-box helicase 6"
106888766,"DDX60","DExD/H-box helicase 60"
106887201,"DEAF1","DEAF1 transcription factor"
106902276,"DECR1","2,4-dienoyl-CoA reductase 1"
106884951,"DECR2","2,4-dienoyl-CoA reductase 2"
106900279,"DEDD","death effector domain containing"
106894751,"DEF6","DEF6 guanine nucleotide exchange factor"
106888129,"DEF8","differentially expressed in FDCP 8 homolog"
106892892,"DEGS1","delta 4-desaturase, sphingolipid 1"
106897139,"DEGS2","delta 4-desaturase, sphingolipid 2"
106896078,"DELE1","DAP3 binding cell death enhancer 1"
106889847,"DENND10","DENN domain containing 10"
106885277,"DENND11","DENN domain containing 11"
106888653,"DENND1A","DENN domain containing 1A"
106888841,"DENND1B","DENN domain containing 1B"
106885332,"DENND2A","DENN domain containing 2A"
106895419,"DENND2B","DENN domain containing 2B"
106891794,"DENND2C","DENN domain containing 2C"
106890462,"DENND2D","DENN domain containing 2D"
106902005,"DENND3","DENN domain containing 3"
106890351,"DENND4A","DENN domain containing 4A"
106894106,"DENND4C","DENN domain containing 4C"
106902714,"DENND5A","DENN domain containing 5A"
106885310,"DENND5B","DENN domain containing 5B"
106888741,"DENND6A","DENN domain containing 6A"
106899990,"DENND6B","DENN domain containing 6B"
106900398,"DENR","density regulated re-initiation and release factor"
106885259,"DEPDC1","DEP domain containing 1"
106901808,"DEPDC1B","DEP domain containing 1B"
106901097,"DEPDC4","DEP domain containing 4"
106901076,"DEPDC5","DEP domain containing 5, GATOR1 subcomplex subunit"
106892243,"DEPDC7","DEP domain containing 7"
106902250,"DEPTOR","DEP domain containing MTOR interacting protein"
106885208,"DERA","deoxyribose-phosphate aldolase"
106902161,"DERL1","derlin 1"
106894615,"DERL2","derlin 2"
106889170,"DERL3","derlin 3"
106895358,"DES","desmin"
106901497,"DESI1","desumoylating isopeptidase 1"
106893274,"DESI2","desumoylating isopeptidase 2"
106889337,"DET1","DET1 partner of COP1 E3 ubiquitin ligase"
106897561,"DEUP1","deuterosome assembly protein 1"
106884902,"DEXI","Dexi homolog"
106887686,"DFFA","DNA fragmentation factor subunit alpha"
106894011,"DFFB","DNA fragmentation factor subunit beta"
106898992,"DGAT2","diacylglycerol O-acyltransferase 2"
106889178,"DGCR2","DiGeorge syndrome critical region gene 2"
106887514,"DGCR6L","DiGeorge syndrome critical region gene 6 like"
106899801,"DGCR8","DGCR8 microprocessor complex subunit"
106885585,"DGKB","diacylglycerol kinase beta"
106893871,"DGKD","diacylglycerol kinase delta"
106894435,"DGKE","diacylglycerol kinase epsilon"
106900806,"DGKG","diacylglycerol kinase gamma"
106902475,"DGKH","diacylglycerol kinase eta"
106885330,"DGKI","diacylglycerol kinase iota"
106896246,"DGKK","diacylglycerol kinase kappa"
106898133,"DGKQ","diacylglycerol kinase theta"
106892783,"DGKZ","diacylglycerol kinase zeta"
106890933,"DGLUCY","D-glutamate cyclase"
106889939,"DGUOK","deoxyguanosine kinase"
106886480,"DHCR24","24-dehydrocholesterol reductase"
106893534,"DHCR7","7-dehydrocholesterol reductase"
106891889,"DHDDS","dehydrodolichyl diphosphate synthase subunit"
106898928,"DHFR","dihydrofolate reductase"
106898601,"DHH","desert hedgehog signaling molecule"
106888380,"DHODH","dihydroorotate dehydrogenase (quinone)"
106897411,"DHPS","deoxyhypusine synthase"
106893784,"DHRS11","dehydrogenase/reductase 11"
106902481,"DHRS12","dehydrogenase/reductase 12"
106894380,"DHRS13","dehydrogenase/reductase 13"
106887718,"DHRS3","dehydrogenase/reductase 3"
106902807,"DHRS7","dehydrogenase/reductase 7"
106884838,"DHRS7B","dehydrogenase/reductase 7B"
106896764,"DHRS7C","dehydrogenase/reductase 7C"
106895235,"DHRS9","dehydrogenase/reductase 9"
106898820,"DHRSX","dehydrogenase/reductase X-linked"
106892159,"DHTKD1","dehydrogenase E1 and transketolase domain containing 1"
106885140,"DHX15","DEAH-box helicase 15"
106901956,"DHX29","DExH-box helicase 29"
106896051,"DHX30","DExH-box helicase 30"
106889844,"DHX32","DEAH-box helicase 32 (putative)"
106894623,"DHX33","DEAH-box helicase 33"
106893936,"DHX34","DExH-box helicase 34"
106887588,"DHX35","DEAH-box helicase 35"
106890300,"DHX36","DEAH-box helicase 36"
106900038,"DHX37","DEAH-box helicase 37"
106888251,"DHX38","DEAH-box helicase 38"
106894622,"DHX40","DEAH-box helicase 40"
106901748,"DHX57","DExH-box helicase 57"
106898047,"DHX58","DExH-box helicase 58"
106898099,"DHX8","DEAH-box helicase 8"
106891605,"DHX9","DExH-box helicase 9"
106899485,"DIABLO","diablo IAP-binding mitochondrial protein"
106895655,"DIAPH2","diaphanous related formin 2"
106902304,"DIAPH3","diaphanous related formin 3"
106897150,"DICER1","dicer 1, ribonuclease III"
106896167,"DIDO1","death inducer-obliterator 1"
106901912,"DIMT1","DIM1 rRNA methyltransferase and ribosome maturation factor"
106886455,"DIO1","iodothyronine deiodinase 1"
106888016,"DIO2","iodothyronine deiodinase 2"
106897129,"DIO3","iodothyronine deiodinase 3"
106892194,"DIP2A","disco interacting protein 2 homolog A"
106891151,"DIP2B","disco interacting protein 2 homolog B"
106889712,"DIP2C","disco interacting protein 2 homolog C"
106886352,"DIPK1A","divergent protein kinase domain 1A"
106888484,"DIPK1B","divergent protein kinase domain 1B"
106886098,"DIPK1C","divergent protein kinase domain 1C"
106893646,"DIPK2A","divergent protein kinase domain 2A"
106885623,"DIPK2B","divergent protein kinase domain 2B"
106895893,"DIRAS1","DIRAS family GTPase 1"
106891229,"DIRAS2","DIRAS family GTPase 2"
106885163,"DIRAS3","DIRAS family GTPase 3"
106902324,"DIS3","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease"
106890357,"DIS3L","DIS3 like exosome 3'-5' exoribonuclease"
106890320,"DIS3L2","DIS3 like 3'-5' exoribonuclease 2"
106893146,"DISP1","dispatched RND transporter family member 1"
106887170,"DISP2","dispatched RND transporter family member 2"
106887756,"DISP3","dispatched RND transporter family member 3"
106892423,"DIXDC1","DIX domain containing 1"
106902822,"DKK1","dickkopf WNT signaling pathway inhibitor 1"
106887091,"DKK2","dickkopf WNT signaling pathway inhibitor 2"
106894078,"DKK3","dickkopf WNT signaling pathway inhibitor 3"
106892416,"DLAT","dihydrolipoamide S-acetyltransferase"
106890040,"DLC1","DLC1 Rho GTPase activating protein"
106901337,"DLD","dihydrolipoamide dehydrogenase"
106889641,"DLEC1","DLEC1 cilia and flagella associated protein"
106902339,"DLEU7","deleted in lymphocytic leukemia 7"
106890234,"DLG1","discs large MAGUK scaffold protein 1"
106897575,"DLG2","discs large MAGUK scaffold protein 2"
106900874,"DLG3","discs large MAGUK scaffold protein 3"
106896370,"DLG5","discs large MAGUK scaffold protein 5"
106886038,"DLGAP1","DLG associated protein 1"
106892061,"DLGAP2","DLG associated protein 2"
106890522,"DLGAP3","DLG associated protein 3"
106885402,"DLGAP4","DLG associated protein 4"
106890896,"DLGAP5","DLG associated protein 5"
106897153,"DLK1","delta like non-canonical Notch ligand 1"
106892963,"DLK2","delta like non-canonical Notch ligand 2"
106892886,"DLL1","delta like canonical Notch ligand 1"
106892851,"DLL4","delta like canonical Notch ligand 4"
106887866,"DLST","dihydrolipoamide S-succinyltransferase"
106895238,"DLX1","distal-less homeobox 1"
106897966,"DLX3","distal-less homeobox 3"
106897968,"DLX4","distal-less homeobox 4"
106886944,"DLX5","distal-less homeobox 5"
106886943,"DLX6","distal-less homeobox 6"
106884989,"DMAC2L","distal membrane arm assembly component 2 like"
106886423,"DMAP1","DNA methyltransferase 1 associated protein 1"
106886302,"DMBX1","diencephalon/mesencephalon homeobox 1"
106901136,"DMC1","DNA meiotic recombinase 1"
106894992,"DMD","dystrophin"
106901828,"DMGDH","dimethylglycine dehydrogenase"
106901822,"DMRT1","doublesex and mab-3 related transcription factor 1"
106901860,"DMRT2","doublesex and mab-3 related transcription factor 2"
106901876,"DMRT3","doublesex and mab-3 related transcription factor 3"
106886205,"DMRTA2","DMRT like family A2"
106886309,"DMRTB1","DMRT like family B with proline rich C-terminal 1"
106901403,"DMTF1","cyclin D binding myb like transcription factor 1"
106897627,"DMTN","dematin actin binding protein"
106899211,"DMWD","DM1 locus, WD repeat containing"
106894642,"DMXL1","Dmx like 1"
106889445,"DMXL2","Dmx like 2"
106887080,"DNA2","DNA replication helicase/nuclease 2"
106888305,"DNAAF1","dynein axonemal assembly factor 1"
106901798,"DNAAF10","dynein axonemal assembly factor 10"
106902025,"DNAAF11","dynein axonemal assembly factor 11"
106884968,"DNAAF2","dynein axonemal assembly factor 2"
106889403,"DNAAF4","dynein axonemal assembly factor 4"
106893413,"DNAAF5","dynein axonemal assembly factor 5"
106895552,"DNAAF6","dynein axonemal assembly factor 6"
106884698,"DNAAF8","dynein axonemal assembly factor 8"
106902887,"DNAAF9","dynein axonemal assembly factor 9"
106898269,"DNAH1","dynein axonemal heavy chain 1"
106899266,"DNAH10","dynein axonemal heavy chain 10"
106888796,"DNAH12","dynein axonemal heavy chain 12"
106893096,"DNAH14","dynein axonemal heavy chain 14"
106892525,"DNAH17","dynein axonemal heavy chain 17"
106884675,"DNAH3","dynein axonemal heavy chain 3"
106887272,"DNAH5","dynein axonemal heavy chain 5"
106895071,"DNAH7","dynein axonemal heavy chain 7"
106892946,"DNAH8","dynein axonemal heavy chain 8"
106900575,"DNAH9","dynein axonemal heavy chain 9"
106894016,"DNAI1","dynein axonemal intermediate chain 1"
106896526,"DNAI2","dynein axonemal intermediate chain 2"
106886221,"DNAI3","dynein axonemal intermediate chain 3"
106885245,"DNAI4","dynein axonemal intermediate chain 4"
106896782,"DNAI7","dynein axonemal intermediate chain 7"
106898135,"DNAJA1","DnaJ heat shock protein family (Hsp40) member A1"
106888282,"DNAJA2","DnaJ heat shock protein family (Hsp40) member A2"
106884696,"DNAJA3","DnaJ heat shock protein family (Hsp40) member A3"
106889546,"DNAJA4","DnaJ heat shock protein family (Hsp40) member A4"
106899683,"DNAJB1","DnaJ heat shock protein family (Hsp40) member B1"
106886637,"DNAJB11","DnaJ heat shock protein family (Hsp40) member B11"
106887152,"DNAJB12","DnaJ heat shock protein family (Hsp40) member B12"
106891630,"DNAJB13","DnaJ heat shock protein family (Hsp40) member B13"
106887559,"DNAJB14","DnaJ heat shock protein family (Hsp40) member B14"
106895369,"DNAJB2","DnaJ heat shock protein family (Hsp40) member B2"
106886239,"DNAJB4","DnaJ heat shock protein family (Hsp40) member B4"
106894075,"DNAJB5","DnaJ heat shock protein family (Hsp40) member B5"
106889700,"DNAJB6","DnaJ heat shock protein family (Hsp40) member B6"
106888747,"DNAJB8","DnaJ heat shock protein family (Hsp40) member B8"
106901455,"DNAJB9","DnaJ heat shock protein family (Hsp40) member B9"
106890703,"DNAJC1","DnaJ heat shock protein family (Hsp40) member C1"
106895336,"DNAJC10","DnaJ heat shock protein family (Hsp40) member C10"
106893853,"DNAJC11","DnaJ heat shock protein family (Hsp40) member C11"
106886993,"DNAJC12","DnaJ heat shock protein family (Hsp40) member C12"
106898947,"DNAJC14","DnaJ heat shock protein family (Hsp40) member C14"
106902545,"DNAJC15","DnaJ heat shock protein family (Hsp40) member C15"
106893823,"DNAJC16","DnaJ heat shock protein family (Hsp40) member C16"
106887244,"DNAJC17","DnaJ heat shock protein family (Hsp40) member C17"
106896087,"DNAJC18","DnaJ heat shock protein family (Hsp40) member C18"
106886712,"DNAJC19","DnaJ heat shock protein family (Hsp40) member C19"
106901044,"DNAJC2","DnaJ heat shock protein family (Hsp40) member C2"
106894935,"DNAJC21","DnaJ heat shock protein family (Hsp40) member C21"
106887838,"DNAJC22","DnaJ heat shock protein family (Hsp40) member C22"
